Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
25-Oct-19,644.3,652.5,636,637.55,644.0597705,834375,22922,537387371,16.5,-6.75
24-Oct-19,650.7,653.1,632.05,635.4,643.1423445,1726291,37888,1110250841,21.05,-15.3
23-Oct-19,637.3,656.4,615,650.75,635.9594299,5055545,61041,3215121516,41.4,13.45
22-Oct-19,691,691,638.3,643.3,658.460882,11771789,94317,7751262568,52.7,-47.7
18-Oct-19,766.65,773.6,760.1,767.75,767.35336,279245,7422,214279589,13.5,1.1
17-Oct-19,768.9,770.55,765.2,769.1,768.1133518,180800,5200,138874894,5.35,0.2
16-Oct-19,768,776,762,771.45,770.849781,322436,6766,248549720,14,3.45
15-Oct-19,773.8,774.75,765,767.8,769.7236277,342205,10595,263403274,9.75,-6
14-Oct-19,789,796.9,781,785.65,788.615263,454942,10748,358774205,15.9,-3.35
11-Oct-19,785.95,823.35,777,815.7,806.6486914,532657,16996,429667072,46.35,29.75
10-Oct-19,783.5,794.5,777.1,782.9,784.7375202,166108,4887,130351180,17.4,-0.6
09-Oct-19,793.5,796,779,784,783.871942,132315,3953,103718016,17,-9.5
07-Oct-19,795,802.2,786.5,789.55,790.4429687,179647,4680,142000708,15.7,-5.45
04-Oct-19,795,797.55,788.1,793.25,793.9678947,215977,3986,171478804,9.45,-1.75
03-Oct-19,793,797.75,784.3,785.5,792.0804583,126115,3733,99893227,13.45,-7.5
01-Oct-19,809.8,809.8,791.75,793.55,795.3010145,225039,4245,178973745,18.05,-16.25
30-Sep-19,782.35,807.95,782.35,805.3,800.3920652,350883,8658,280843969,25.6,22.95
27-Sep-19,788,794.25,780.05,782.35,790.5658915,624420,4446,493645154,14.2,-5.65
26-Sep-19,792,796.85,778.5,782.05,784.4022626,337839,7046,265001676,18.35,-9.95
25-Sep-19,791,801.55,782.2,792.2,795.5465552,461452,8247,367106549,19.35,1.2
24-Sep-19,767.7,798.7,766,794.05,785.0487065,958044,14829,752111203,32.7,26.35
23-Sep-19,810,810,742.1,765.1,768.3575761,1147448,26563,881650364,67.9,-44.9
20-Sep-19,822.35,834.75,802,805.1,818.2026971,354899,8804,290379319,32.75,-17.25
19-Sep-19,825,826.65,815.1,821,821.568984,116759,2871,95925573,11.55,-4
18-Sep-19,831.05,832.9,824.35,829.85,828.6369736,82724,2245,68548165,8.55,-1.2
17-Sep-19,830,834,821,831.05,826.9074766,99229,2765,82053202,13,1.05
16-Sep-19,831.55,838,821,827.45,827.9520948,114142,3047,94504108,17,-4.1
13-Sep-19,816,830.85,816,829.15,824.5678853,138896,3672,114529181,14.85,13.15
12-Sep-19,818,819.8,811.2,816.35,815.9742778,90350,3067,73723276,8.6,-1.65
11-Sep-19,821.65,827.95,814.7,820.1,819.4029257,265029,3642,217165538,13.25,-1.55
09-Sep-19,838.05,840,827.3,829.2,831.1375114,118172,2988,98217182,12.7,-8.85
06-Sep-19,838,847.4,835.15,840.15,841.1895072,145166,3732,122112116,12.25,2.15
05-Sep-19,827.1,837,826.4,834.2,832.6192826,252694,8205,210397897,10.6,7.1
04-Sep-19,813.7,822.7,810.25,821.05,818.2097334,138123,3340,113013583,12.45,7.35
03-Sep-19,815,822.3,812.05,814.3,817.6239274,132158,3368,108055543,10.25,-0.7
30-Aug-19,808,817.5,802,814.6,809.0969133,156965,4282,126999897,15.5,6.6
29-Aug-19,798.9,809.65,796,806.85,804.5371858,177460,4038,142773169,13.65,7.95
28-Aug-19,785.1,804.9,785.1,802.1,796.4700648,164188,4669,130770827,19.8,17
27-Aug-19,791,795,781.2,785,786.0317785,248061,6542,194983829,13.8,-6
26-Aug-19,800,806.75,787.5,802.9,799.5790642,174352,4662,139408209,19.25,2.9
23-Aug-19,798,809.95,796,801.9,801.943689,355792,8624,285325149,13.95,3.9
22-Aug-19,800.8,800.8,792.5,795.9,797.2191935,199130,9671,158750258,8.3,-4.9
21-Aug-19,792.8,803,792.75,799.55,799.3633211,339416,13955,271316701,10.25,6.75
20-Aug-19,781.05,797.9,781.05,792.9,793.1579536,513651,16144,407406376,16.85,11.85
19-Aug-19,777,783.3,773.8,777.8,779.7080034,262801,12926,204908043,9.5,0.8
16-Aug-19,779,779.8,762.25,774.55,772.3665521,226017,8379,174567971,17.55,-4.45
14-Aug-19,774,778.5,768.45,774.9,773.448424,341438,13388,264084683,10.05,0.9
13-Aug-19,788.35,788.35,760.5,764.1,772.520419,600910,14270,464215245,27.85,-24.25
09-Aug-19,791.5,796.4,785.5,790.15,790.2062532,483333,11043,381932759,10.9,-1.35
08-Aug-19,778,792.9,778,789.1,787.5976229,539576,14821,424968775,14.9,11.1
07-Aug-19,779,783.6,772.35,776.15,779.380345,462609,14771,360548362,11.25,-2.85
06-Aug-19,778,783.9,770,774.65,773.6684472,852181,14443,659305551,13.9,-3.35
05-Aug-19,773,785.75,768.25,776.75,778.2953816,471827,12258,367220775,17.5,3.75
02-Aug-19,769,780,762.4,775.4,770.1582228,390658,13475,300868471,17.6,6.4
01-Aug-19,790.8,790.8,764.8,769.05,774.586369,365299,11630,282955626,26,-21.75
31-Jul-19,792,799.45,781.75,794,791.1240527,302444,7635,239270723,17.7,2
30-Jul-19,792,798,788.25,792.8,794.4190135,267946,8017,212861397,9.75,0.8
29-Jul-19,787.55,796.85,786.4,791.55,791.3126439,272313,8546,215484720,10.45,4
26-Jul-19,793,794.7,782.7,787.3,786.5787304,293235,10435,230652414,12,-5.7
25-Jul-19,787,800.25,787,795.05,793.5811088,327591,9010,259970029,13.25,8.05
24-Jul-19,789.5,793.3,783.65,786.05,787.0543791,345353,7405,271811591,9.65,-3.45
23-Jul-19,785.45,804.25,785.45,789.9,796.6158035,497688,10729,396466126,18.8,4.45
22-Jul-19,786.9,792,782.25,785.15,788.7148659,333145,17084,262756414,9.75,-1.75
19-Jul-19,789.7,794.4,781.4,785.6,787.3957721,205113,6584,161505109,13,-4.1
18-Jul-19,792.4,798.6,786.05,793.15,794.1440473,248113,6837,197037462,12.55,0.75
17-Jul-19,784.7,795,777,794.3,789.6926756,253810,7585,200431898,18,9.6
16-Jul-19,776.8,787.9,774.8,784.95,782.7542913,388399,10030,304020984,13.1,8.15
15-Jul-19,762,781.4,754.5,779.45,769.3092073,1168501,27634,898938578,26.9,17.45
12-Jul-19,723.3,730.85,719.35,727.1,724.0916636,179046,5367,129645716,11.5,3.8
11-Jul-19,721,723.65,710,720.85,718.2559812,220817,6262,158603131,13.65,-0.15
10-Jul-19,710.15,722.6,706.7,716.9,716.1101483,230925,4680,165367736,15.9,6.75
09-Jul-19,717.9,719.7,708.9,715.4,712.480105,184016,4819,131107739,10.8,-2.5
08-Jul-19,717,724.1,712.6,717.45,716.7287896,301869,4195,216358203,11.5,0.45
05-Jul-19,736,736,713.2,718.25,725.4805756,351697,12206,255149342,22.8,-17.75
04-Jul-19,734,736.35,729.25,733.9,733.1724526,266711,7754,195545158,7.1,-0.1
03-Jul-19,742,742.7,730.3,731.5,736.5674841,338665,8790,249449627,12.4,-10.5
02-Jul-19,734.4,741.15,730.9,739.9,735.0992955,238903,5164,175617427,10.25,5.5
01-Jul-19,734.1,737.8,729.65,731.15,733.6222728,310899,7382,228082431,8.15,-2.95
28-Jun-19,733.9,739.45,728.35,731.95,732.5092443,329553,6526,241400619,11.1,-1.95
27-Jun-19,741,744.95,728.2,730.85,736.4466238,282242,7371,207856168,16.75,-10.15
26-Jun-19,744,751.5,738.1,739.65,743.3464441,283076,5348,210423538,13.4,-4.35
25-Jun-19,742.5,750.85,737.25,748.05,744.9145016,281982,10203,210052481,13.6,5.55
24-Jun-19,752,752,742.65,745.6,746.7164662,255056,6374,190454515,9.35,-6.4
21-Jun-19,754,755,747,750.7,750.6554867,328861,3988,246861314,8,-3.3
20-Jun-19,735,756.45,735,754.55,748.3299661,636623,5617,476404068,21.45,19.55
19-Jun-19,751,755,748.75,751.85,751.0238299,299917,4614,225244814,6.25,0.85
18-Jun-19,740,752.4,740,750.65,746.7654104,1001741,7433,748065529,12.4,10.65
17-Jun-19,741.15,744.7,737.5,740.4,742.2396167,331734,5526,246226117,7.2,-0.75
14-Jun-19,744.2,745.65,738.4,740.4,741.7810118,298249,6060,221235445,7.25,-3.8
13-Jun-19,741.5,747.2,739.2,742.7,743.3937277,378457,5645,281342560,8,1.2
12-Jun-19,754.15,756,745,753.95,750.8274354,204706,8664,153698881,11,-0.2
11-Jun-19,754,758.9,751.2,754.85,754.8428214,287202,6556,216792368,7.7,0.85
10-Jun-19,738,754.5,738,753.6,751.8596134,249632,7538,187688219,16.5,15.6
07-Jun-19,737.7,744,735.95,739.35,739.9991446,320333,5910,237046146,8.05,1.65
06-Jun-19,734.7,745,734.1,737.95,737.641292,321239,6795,236959151,10.9,3.25
04-Jun-19,741.95,741.95,733.25,734.7,736.6827818,309295,9231,227852301,8.7,-7.25
03-Jun-19,734,750.7,729.95,744.65,743.2384535,246396,9785,183130982,20.75,10.65
31-May-19,735,742,733.55,736.85,737.3265651,206651,7668,152369272,8.45,1.85
30-May-19,727.8,737.35,724,733.3,733.0086711,217850,5626,159685939,13.35,5.5
29-May-19,726.5,733.7,724.35,727.35,729.623946,277383,6351,202385279,9.35,0.85
28-May-19,710,730.5,710,726.65,720.1374729,493319,9344,355257498,20.5,16.65
27-May-19,708.8,713.6,705.3,709.1,711.7688798,549476,9239,391099917,8.3,0.3
24-May-19,702.35,711.85,701.25,709.45,707.470312,497574,9601,352018833,10.6,7.1
23-May-19,717.7,717.7,698.4,701.25,708.5325273,652528,14827,462337313,19.3,-16.45
22-May-19,711.1,718.2,707,709.2,712.4582077,497340,11264,354333965,11.2,-1.9
21-May-19,723.5,723.5,707,709.2,711.9691553,511790,9623,364378694,16.5,-14.3
20-May-19,725.8,726.45,706.85,722.4,719.6258285,669439,13311,481745595,19.6,-3.4
17-May-19,733.3,735.7,721,723.8,725.7975015,577782,10179,419352732,14.7,-9.5
16-May-19,716.75,736.75,716.75,734.2,731.1323067,425995,8925,311458707,20,17.45
15-May-19,716.65,724.45,712.95,716.5,720.001826,455637,7900,328059472,11.5,-0.15
14-May-19,719.5,719.5,704,713.85,710.2576279,537632,13692,381857229,15.5,-5.65
13-May-19,718,727.5,712.8,720.05,720.2835334,397812,5975,286537433,14.7,2.05
10-May-19,723,723,714.5,716.05,717.2729772,521637,7566,374156124,8.5,-6.95
09-May-19,721.7,730.35,716,721.05,723.46308,543215,9372,392995997,14.35,-0.65
08-May-19,724,725.95,716,718.1,721.3810684,440522,6019,317784231,9.95,-5.9
07-May-19,720.05,727.4,719,723.55,724.5746352,497580,11235,360533847,8.4,3.5
06-May-19,718.5,721.95,711.1,717.85,719.2438575,1029470,10268,740439974,10.85,-0.65
03-May-19,723.75,730.6,719,723.75,724.8542995,366567,7191,265707666,11.6,0
02-May-19,748.6,748.9,728.2,729.85,737.8972694,950252,9740,701188356,20.7,-18.75
30-Apr-19,739,753,737.5,749.95,749.2283163,738883,10268,553592066,15.5,10.95
26-Apr-19,731,739.9,729.6,737.1,736.6530118,333801,8583,245895512,10.3,6.1
25-Apr-19,736.4,737.55,726,728.75,730.8041675,356999,9445,260896357,11.55,-7.65
24-Apr-19,727.5,737.8,724.25,736.4,733.4879645,366957,10734,269158543,13.55,8.9
23-Apr-19,724,729.8,718.5,727.85,726.6887147,322190,5212,234131837,11.3,3.85
22-Apr-19,716.4,725.75,715,720.6,721.5161402,371246,6690,267859981,10.75,4.2
18-Apr-19,724.85,724.85,713,716.4,716.6364969,537060,11295,384876797,11.85,-8.45
16-Apr-19,728.3,728.5,714.55,723.85,722.7469744,661281,15825,477938842,13.95,-4.45
15-Apr-19,725,732,713.7,726.65,724.3682744,1070699,22887,775580387,18.3,1.65
12-Apr-19,746,751.5,741,747.85,746.9532631,385220,5819,287741336,10.5,1.85
11-Apr-19,753,753,740.05,743.15,743.667072,375859,5871,279513962,12.95,-9.85
10-Apr-19,763,766.5,752.7,754.15,761.3761301,325180,5224,247584290,13.8,-8.85
09-Apr-19,770,773.65,758.3,759.85,764.3490259,336826,6304,257452625,15.35,-10.15
08-Apr-19,762.3,769.95,755.95,767.15,762.024457,314102,6742,239353406,14,4.85
05-Apr-19,750,760.5,748.25,756.25,756.7309677,1341969,6134,1015509500,12.25,6.25
04-Apr-19,751.95,753.8,745.5,748.25,748.5941141,246998,6023,184901249,8.3,-3.7
03-Apr-19,759,759.05,747,754.05,756.4414007,580434,6142,439064308,12.05,-4.95
02-Apr-19,757.5,765.45,753.1,757.1,760.0283556,877816,7285,667165051,12.35,-0.4
01-Apr-19,742.9,759.6,742.9,755.65,745.6404263,1913427,7897,1426728524,16.7,12.75
29-Mar-19,742,747.65,740,742.3,743.0357656,388054,5770,288338001,7.65,0.3
28-Mar-19,730,745,730,738.5,740.0451076,428974,9060,317460110,15,8.5
27-Mar-19,728,732.4,726.25,729.05,729.9545746,369947,5133,270044505,6.15,1.05
26-Mar-19,736,736,719.6,726.75,725.3103341,438405,7905,317979677,16.4,-9.25
25-Mar-19,741,742,731.5,735.8,737.8941504,2496241,9626,1841961632,10.5,-5.2
22-Mar-19,743.35,746.1,733.1,742.15,740.686658,371377,6504,275073989,13,-1.2
20-Mar-19,726.2,742,726.2,738.5,735.2602018,976004,11542,717616898,15.8,12.3
19-Mar-19,713,725.9,707.8,721.5,713.6343162,686131,6645,489646627,18.1,8.5
18-Mar-19,723.45,723.85,705.65,709.75,711.504506,866618,6812,616602612,18.2,-13.7
15-Mar-19,712.85,723.65,709.15,718.85,718.0518028,806656,8328,579220795,14.5,6
14-Mar-19,714,715,706.3,708.35,709.1841393,351044,6870,248954837,8.7,-5.65
13-Mar-19,710,718.75,706.35,709.15,711.3365694,466106,8075,331558243,12.4,-0.85
12-Mar-19,709.9,714.75,705.7,706.9,708.4615624,603082,8162,427260416,9.05,-3
11-Mar-19,713,718.2,709.2,711.65,711.7008555,1177665,6921,838145188,9,-1.35
