Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open,Momentum,Change,ROC1,ROC2,WR5,MA5,MA10
20-Jan-14,3712.0,3760.0,3704.0,3749.9,3729.712575,183787,9524,685472685,56.0,37.9,0,0.00513013349090809,99.48698665090919,100.24357239512855,12.640635340833834,3660.8199999999997,3550.825
21-Jan-14,3745.0,3770.5,3720.0,3755.65,3751.193092,68356,5558,256416555,50.5,10.65,1,0.004319654427645789,100.43196544276458,99.91673605328893,3.5591274397243544,3687.22,3574.225
22-Jan-14,3735.0,3775.0,3735.0,3767.1,3761.4763299999995,36418,3767,136985445,40.0,32.1,1,0.004032258064516129,100.40322580645163,100.83693304535637,-26.385809312638838,3704.0199999999995,3601.525
23-Jan-14,3770.0,3799.0,3758.7,3792.8,3781.7460119999996,61188,7966,231397475,40.3,22.8,1,0.006345381526104369,100.63453815261043,101.04032258064515,-59.249999999999545,3715.4199999999996,3632.9399999999996
24-Jan-14,3769.05,3798.0,3754.45,3759.05,3773.9605109999998,35200,3850,132843410,43.55,-10.0,0,0.0011307100859339666,99.88692899140659,100.52074966532798,7.769652650822695,3728.16,3667.0799999999995
27-Jan-14,3718.0,3770.0,3718.0,3732.6,3741.9290530000003,28613,2964,107067816,52.0,14.6,0,0.009708479271264718,99.02915207287353,98.91717881182323,74.40585009140759,3734.4300000000003,3697.624999999999
28-Jan-14,3718.15,3718.15,3671.0,3677.0,3685.590317,18590,2469,68515124,47.15,-41.15,0,0.012641204948897257,98.73587950511026,97.77730426560483,215.479115479116,3737.2300000000005,3712.225
29-Jan-14,3669.9,3743.9,3656.6,3717.65,3709.0000210000003,47283,4380,175372648,87.3,47.75,0,0.003922636883682945,99.6077363116317,98.34857450242065,116.41961231470937,3727.4300000000003,3715.725
30-Jan-14,3696.25,3717.0,3663.0,3704.75,3690.811671,30245,2764,111628599,54.0,8.5,1,0.0017502598041897093,100.17502598041897,99.78207572868428,93.73163565132214,3711.75,3713.585
31-Jan-14,3704.0,3736.8,3613.0,3699.45,3708.000452,35369,3872,131148268,123.8,-4.55,0,0.01365001365001365,98.63499863499864,98.80763550839578,144.55799693408272,3692.6100000000006,3710.3849999999998
03-Feb-14,3685.0,3692.5,3623.5,3628.7,3651.144394,39503,2637,144231157,69.0,-56.3,1,0.0029061721561029616,100.2906172156103,98.92164892164892,90.0,3664.3199999999997,3699.375
04-Feb-14,3588.1,3590.0,3550.0,3566.65,3568.586185,27029,3209,96455316,40.0,-21.45,0,0.020284255554022353,97.97157444459776,98.25629670633822,208.6206896551724,3645.4199999999996,3691.325
05-Feb-14,3576.1,3588.0,3540.6,3581.55,3569.6340090000003,30192,2948,107774390,47.4,5.45,0,0.0026478873239436877,99.73521126760562,97.71215675451911,108.31858407079653,3621.22,3674.325
06-Feb-14,3566.55,3583.9,3540.75,3563.45,3557.059558,87226,20386,310268077,43.15,-3.1,1,4.236570072871574e-05,100.00423657007286,99.73943661971832,99.87745098039208,3598.0199999999995,3654.8849999999998
07-Feb-14,3580.0,3603.4,3548.05,3566.7,3591.613795,172639,5259,620052614,55.35,-13.3,1,0.002061710089670319,100.20617100896703,100.21041631361918,91.01326899879341,3573.5699999999997,3633.09
10-Feb-14,3570.3,3584.15,3555.55,3568.5,3569.87025,60000,2013,214192215,28.6,-1.8,1,0.0021138371781682895,100.21138371781684,100.41799053872768,81.96622436670657,3560.5800000000004,3612.45
11-Feb-14,3569.0,3622.0,3569.0,3595.8,3597.659733,61869,2805,222583610,53.0,26.8,1,0.0037828184106537153,100.37828184106536,100.59046518510166,-89.96655518394363,3546.9900000000002,3596.2049999999995
12-Feb-14,3606.0,3624.9,3592.0,3599.6,3608.2862630000004,109249,4858,394201666,32.9,-6.4,1,0.00644438217988232,100.64443821798822,101.02515785180914,-80.98591549295749,3550.79,3586.0049999999997
13-Feb-14,3600.0,3618.8,3581.0,3586.45,3592.5357409999997,24971,1985,89709210,37.8,-13.55,0,0.003062360801781737,99.69376391982183,100.33622863547211,21.463414634146343,3561.0699999999997,3579.5449999999996
14-Feb-14,3596.0,3655.0,3596.0,3645.6,3626.6686219999997,31535,3122,114366995,59.0,49.6,1,0.004188774085450991,100.41887740854509,100.11135857461025,-9.101251422070572,3569.12,3571.345
17-Feb-14,3670.25,3677.0,3650.0,3662.25,3664.3581159999994,21803,2856,79894000,27.0,-8.0,1,0.015016685205784204,101.50166852057842,101.92683607930746,-133.4981458590859,3578.71,3569.6449999999995
18-Feb-14,3652.0,3690.5,3651.1,3680.0,3675.034857,186819,2458,686566337,39.4,28.0,1,0.0003013698630136737,100.03013698630137,101.53225806451613,-1.3580246913579124,3597.6,3572.2949999999996
19-Feb-14,3689.0,3763.05,3689.0,3753.95,3732.612234,63038,5639,235296410,74.05,64.95,1,0.010380433294075782,101.03804332940757,101.06849315068493,-54.06562054208294,3614.0199999999995,3582.405
20-Feb-14,3750.0,3750.0,3705.5,3713.7,3722.9544960000003,20064,2571,74697359,44.5,-36.3,1,0.0044727568446733534,100.44727568446734,101.48996192928159,-15.277777777777779,3633.4199999999996,3597.245
21-Feb-14,3728.0,3755.0,3728.0,3751.7,3743.026257,15691,1947,58731825,27.0,23.7,1,0.00607205505329915,100.60720550532992,101.05719707237735,-20.54794520547945,3658.3199999999997,3613.72
24-Feb-14,3745.0,3755.0,3730.0,3750.75,3745.916879,20031,1422,75034461,25.0,5.75,1,0.000536480686695279,100.05364806866952,100.66117932802592,-2.564102564102564,3684.72,3631.7149999999992
25-Feb-14,3751.5,3790.0,3751.5,3782.7,3782.0605570000002,104926,2038,396836486,38.5,31.2,1,0.005764075067024129,100.57640750670241,100.63036480686695,-27.249683143219233,3700.72,3649.16
26-Feb-14,3779.5,3809.0,3772.0,3803.85,3797.6957469999998,28759,2838,109217932,37.0,24.35,1,0.00546448087431694,100.5464480874317,101.12600536193031,-32.800000000000004,3720.8,3667.41
28-Feb-14,3779.0,3832.1,3779.0,3820.2,3807.426903,25856,2739,98444830,53.1,41.2,1,0.001855779427359491,100.18557794273595,100.73304011728641,-10.526315789473683,3737.4,3685.41
03-Mar-14,3823.0,3847.2,3780.1,3793.05,3813.1552070000002,25946,2310,98936125,67.1,-29.95,1,0.0002910822969039188,100.0291082296904,100.21474019088016,-2.156862745097861,3752.1,3705.21
04-Mar-14,3764.0,3821.0,3763.7,3799.9,3799.540675,46183,3195,175474187,57.3,35.9,0,0.004338509563239092,99.56614904367609,99.5951309870336,32.734530938123996,3762.5199999999995,3723.62
05-Mar-14,3821.0,3840.0,3809.45,3815.3,3823.3387390000003,27502,2452,105149462,30.55,-5.7,1,0.012155591572123177,101.21555915721233,100.77643448586015,-102.62237762237763,3769.2599999999998,3734.9899999999993
06-Mar-14,3832.0,3846.35,3816.7,3835.7,3831.7862579999996,17741,2002,67979720,29.65,3.7,1,0.0019031618737613042,100.19031618737613,101.40818875043176,-15.846994535519126,3780.85,3750.8249999999994
07-Mar-14,3825.0,3830.9,3705.0,3740.95,3776.6877990000003,106127,7636,400808546,125.9,-84.05,0,0.02926611994655064,97.07338800534494,97.25813437635354,210.75471698113174,3789.79,3763.595
10-Mar-14,3726.15,3726.6,3645.1,3672.75,3676.1422390000002,45789,4815,168326877,81.5,-53.4,0,0.01616734143049935,98.38326585695006,95.50396939764718,153.62578334825443,3774.9900000000002,3763.5449999999996
11-Mar-14,3667.0,3706.95,3630.0,3672.75,3675.8917119999996,35581,3624,130791903,76.95,5.75,0,0.004142547529560206,99.58574524704397,97.97570850202429,108.79953379953375,3747.9899999999993,3755.2549999999997
12-Mar-14,3680.0,3698.4,3651.9,3670.9,3671.682739,20885,2071,76683094,46.5,-9.1,1,0.006033057851239695,100.60330578512398,100.18655180927823,88.26995179432238,3721.25,3745.255
13-Mar-14,3430.2,3449.0,3340.0,3357.5,3388.891369,466221,38883,1579972323,109.0,-72.7,0,0.08540759604589394,91.4592403954106,92.01101928374655,255.32940546331025,3689.7400000000002,3735.2950000000005
14-Mar-14,3357.5,3401.0,3341.35,3389.45,3382.7900700000005,72186,7466,244190084,59.65,31.95,1,0.0004041916167664398,100.04041916167665,91.49620745365425,99.6301369863014,3594.4,3692.095
18-Mar-14,3397.95,3412.8,3342.0,3349.25,3371.2291909999994,52009,6135,175334259,70.8,-48.7,1,0.00019453215017884717,100.01945321501789,100.05988023952095,99.35876883616544,3521.6699999999996,3648.3299999999995
19-Mar-14,3360.0,3366.5,3240.15,3271.55,3270.0128670000004,148520,17024,485662311,126.35,-88.45,0,0.030475763016157963,96.95242369838421,96.9712840618313,132.01346585444048,3461.05,3604.5199999999995
20-Mar-14,3275.0,3349.0,3272.0,3303.0,3319.4717769999997,84364,9656,280043917,77.0,28.0,1,0.009829791830625097,100.98297918306251,97.90544584081388,92.2647237401336,3383.0800000000004,3552.165
21-Mar-14,3330.0,3337.0,3270.55,3305.25,3301.193081,85384,9574,281869070,66.45,-24.75,0,0.0004431540342297733,99.95568459657702,100.938228168449,70.15218458517415,3307.1,3498.4199999999996
22-Mar-14,3304.0,3311.75,3287.0,3293.95,3297.598833,4968,597,16382471,24.75,-10.05,1,0.0050297350598522625,100.50297350598522,100.45843520782395,54.00098183603343,3293.21,3443.8050000000003
24-Mar-14,3280.0,3316.95,3270.0,3274.05,3283.329412,46841,6243,153794433,46.95,-5.95,0,0.0051718892607240646,99.48281107392759,99.98318325663878,70.69219440353467,3282.34,3402.005
25-Mar-14,3257.0,3279.5,3245.0,3251.6,3261.006472,35999,5118,117392972,34.5,-5.4,0,0.00764525993883792,99.2354740061162,98.72223912382111,89.64781216648898,3267.94,3364.495
26-Mar-14,3264.95,3271.5,3232.0,3244.65,3250.022853,44371,4521,144206764,39.5,-20.3,0,0.004006163328197226,99.59938366718028,98.83792048929664,130.95238095238096,3268.91,3325.995
27-Mar-14,3246.0,3262.0,3217.0,3228.5,3239.242787,35216,4078,114073174,45.0,-17.5,0,0.004641089108910891,99.5358910891089,99.13713405238829,127.27272727272727,3260.91,3284.005
28-Mar-14,3232.25,3270.0,3231.0,3257.75,3250.110327,46217,4693,150210349,39.0,25.5,1,0.004351880634131178,100.43518806341312,99.9690594059406,80.0,3250.2,3271.705
31-Mar-14,3275.0,3304.2,3230.25,3278.85,3258.953302,105272,6054,343076532,73.95,3.85,0,0.00023212627669452182,99.97678737233055,100.41187441715884,75.0,3239.0,3260.67
01-Apr-14,3285.0,3322.85,3279.1,3310.6,3308.06897,42830,4542,141684594,43.75,25.6,1,0.015122668524108013,101.51226685241079,101.48870318786753,-121.78571428571396,3231.05,3249.495
02-Apr-14,3344.0,3348.55,3300.0,3320.2,3331.884074,36256,4034,120800789,48.55,-23.8,1,0.006373700100637398,100.63737001006375,102.15927559786395,-33.65539452495994,3237.87,3253.39
03-Apr-14,3332.0,3345.0,3320.0,3338.6,3333.746573,26919,4187,89741124,25.0,6.6,1,0.006060606060606061,100.60606060606061,101.24729346467018,-24.096385542168676,3251.4700000000003,3256.1899999999996
04-Apr-14,3343.0,3354.75,3303.0,3315.5,3329.121666,29359,2782,97739683,51.75,-27.5,0,0.0051204819277108436,99.48795180722891,100.0909090909091,18.94150417827298,3272.07,3261.1349999999998
07-Apr-14,3310.0,3320.0,3196.0,3291.25,3281.517405,23585,3563,77394588,124.0,-18.75,0,0.032394792612776266,96.76052073872238,96.26506024096385,138.16155988857938,3286.47,3262.7349999999997
09-Apr-14,3300.0,3300.0,3231.0,3253.1,3245.204161,98726,11672,320386026,69.0,-46.9,1,0.01095118898623279,101.09511889862328,97.82016348773843,71.7741935483871,3279.62,3255.335
10-Apr-14,3264.0,3264.0,3186.6,3206.6,3223.326611,53054,8270,171010370,77.4,-57.4,0,0.01374187558031572,98.62581244196843,99.70588235294117,107.5806451612904,3270.0,3253.935
11-Apr-14,3190.25,3256.0,3165.0,3235.85,3207.104598,105996,18036,339940259,91.0,45.6,0,0.006778384485031039,99.3221615514969,97.95728876508821,116.19190404797592,3247.32,3249.3949999999995
15-Apr-14,3347.0,3371.8,3245.35,3260.45,3286.9149629999997,503407,33645,1654656001,126.45,-86.55,1,0.02538704581358607,102.53870458135862,101.84365781710913,41.77536231884065,3216.32,3244.1949999999997
16-Apr-14,3257.0,3257.0,3150.0,3156.4,3178.145277,117954,23190,374874948,107.0,-100.6,0,0.029380498251344204,97.06195017486557,99.52606635071089,118.66832607342876,3204.79,3245.6299999999997
17-Apr-14,3175.0,3207.95,3158.0,3189.9,3188.338503,56543,10159,180278224,49.95,14.9,1,0.0025396825396825397,100.25396825396827,97.30845671499222,91.60985841636077,3195.59,3237.6049999999996
21-Apr-14,3202.0,3217.0,3170.0,3181.25,3186.585209,34521,5434,110004108,47.0,-20.75,1,0.0037998733375554147,100.37998733375555,100.63492063492063,79.02464604090193,3180.9900000000002,3225.495
22-Apr-14,3179.4,3200.0,3143.0,3149.9,3164.47619,44289,8026,140151486,57.0,-29.5,0,0.008517350157728707,99.14826498422713,99.52501583280558,107.34137388568432,3177.67,3212.495
23-Apr-14,3165.3,3190.0,3165.0,3172.75,3177.9277030000003,36862,5112,117144771,25.0,7.45,1,0.006999681832643971,100.69996818326439,99.84227129337539,78.50512945774301,3173.27,3194.795
25-Apr-14,3180.0,3194.4,3164.7,3174.25,3174.115147,28112,3556,89230725,29.7,-5.75,0,9.478672985787738e-05,99.99052132701422,100.69042316258351,19.629629629630305,3157.2,3180.995
28-Apr-14,3172.7,3193.0,3172.7,3178.15,3180.607645,25663,3451,81623934,20.3,5.45,1,0.002527885739564572,100.25278857395645,100.2432859399684,-9.999999999999327,3160.1400000000003,3177.8650000000002
29-Apr-14,3172.5,3195.05,3172.5,3178.6,3183.41749,26530,3296,84456066,22.55,6.1,0,6.303779115574057e-05,99.99369622088442,100.24646885960755,0.673400673400065,3163.0800000000004,3172.0350000000003
30-Apr-14,3182.75,3191.0,3169.2,3177.2,3185.387389,253484,2921,807444737,21.8,-5.55,0,0.0010401891252955655,99.89598108747045,99.88968386547735,11.784511784511857,3163.5800000000004,3170.625
02-May-14,3182.5,3244.25,3182.5,3219.8,3218.636313,28805,5363,92712819,61.75,37.3,1,0.004196642685851377,100.41966426858512,100.31520882584712,-122.50000000000227,3168.8199999999997,3171.045
05-May-14,3190.0,3231.45,3171.1,3176.15,3189.636466,25849,4421,82448913,60.35,-13.85,0,0.0035820895522388346,99.64179104477611,100.0599520383693,64.04494382022457,3172.3199999999997,3164.76
06-May-14,3175.5,3182.1,3154.0,3164.15,3165.897759,22447,3370,71064907,28.1,-11.35,0,0.0053924505692030875,99.46075494307969,99.1044776119403,214.28571428571135,3173.6,3166.87
07-May-14,3151.0,3165.0,3051.65,3064.45,3088.902923,103505,16229,319716897,113.35,-86.55,0,0.03245085605580213,96.75491439441979,96.2331683012204,459.12280701754355,3169.86,3166.4700000000003
08-May-14,3070.0,3088.0,3046.5,3062.95,3063.8285260000002,50410,7176,154447596,41.5,-7.05,0,0.0016876116199433392,99.83123883800566,96.59162967660114,103.93580435613305,3145.6899999999996,3154.635
09-May-14,3062.95,3120.0,3055.35,3105.4,3096.131488,41593,6860,128777397,64.65,42.45,1,0.0029049729197439386,100.29049729197439,100.12124588337457,93.4926470588236,3121.15,3144.9849999999997
12-May-14,3120.0,3190.05,3104.9,3177.9,3141.627289,101784,7822,319767392,85.15,57.9,1,0.016217454628765997,101.62174546287659,101.91695388150337,53.13001605136426,3095.7200000000003,3134.0199999999995
13-May-14,3180.05,3285.0,3180.05,3265.5,3241.197918,74369,11924,241044648,104.95,85.45,1,0.024203678057264352,102.42036780572643,104.08136547367732,-24.232558139535055,3082.48,3128.04
14-May-14,3235.0,3261.3,3218.0,3246.9,3244.699366,33752,6000,109515093,43.3,11.9,1,0.011933774626185065,101.19337746261851,103.64262939225095,-28.416323474353998,3087.69,3128.775
15-May-14,3245.25,3285.0,3211.9,3270.4,3250.6000050000002,43958,5705,142889875,73.1,25.15,0,0.0018955873213175602,99.81044126786824,101.00155657929906,3.5568513119532996,3120.96,3133.325
16-May-14,3275.0,3337.4,3061.15,3177.85,3217.092003,122442,20283,393907179,276.25,-97.15,0,0.046934836078333694,95.30651639216663,95.12585456805469,96.434060866892,3154.04,3137.5950000000003
19-May-14,3201.0,3201.0,3005.0,3022.75,3032.739432,226240,22521,686126969,196.0,-178.25,0,0.018342779674305438,98.16572203256946,93.55832996045955,135.79853363085758,3155.2,3125.46
20-May-14,3053.1,3133.0,3039.35,3119.05,3093.295343,59436,8984,183853102,93.65,65.95,1,0.011430948419301135,101.14309484193012,99.28784933766721,83.87323943661976,3135.2200000000003,3108.8500000000004
21-May-14,3117.0,3157.9,3097.3,3150.65,3139.7192,33985,6388,106703357,60.6,33.65,1,0.019066576735157277,101.90665767351572,103.07154742096508,56.66666666666658,3107.08,3097.385
22-May-14,3155.5,3173.65,3083.05,3107.2,3118.466838,51037,7408,159157192,90.6,-48.3,0,0.0046007813256707455,99.53992186743292,101.43780742592989,62.276462058965606,3082.94,3101.95
23-May-14,3122.0,3167.2,3010.0,3066.5,3091.484821,74411,10926,230040477,157.2,-55.5,0,0.023694069184735954,97.63059308152641,97.18141607206276,94.58288190682558,3057.1699999999996,3105.6049999999996
26-May-14,3085.0,3108.8,3054.2,3093.85,3090.1660269999998,47438,6503,146591296,54.6,8.85,1,0.014684385382059741,101.46843853820597,99.06423833541459,46.6955579631639,3046.94,3101.0699999999997
27-May-14,3100.0,3158.0,3100.0,3133.9,3140.194704,46491,8743,145990792,58.0,33.9,1,0.014995743566236718,101.49957435662367,102.99003322259136,-3.0927835051544244,3056.78,3096.0
28-May-14,3130.0,3188.0,3123.45,3172.2,3161.684038,32026,5183,101256093,64.55,42.2,1,0.007564516129032199,100.75645161290323,102.26736952393425,-26.055555555555355,3068.91,3087.995
29-May-14,3040.0,3040.0,2915.0,2924.3,2954.432052,404405,55268,1194787094,125.0,-115.7,0,0.06673710160239474,93.32628983976052,94.03225806451613,183.7373292199208,3074.1400000000003,3078.54
30-May-14,2945.0,2955.0,2894.0,2941.5,2906.691667,992292,23767,2884286888,61.0,-3.5,0,0.007204116638078902,99.27958833619212,92.65395636235574,110.07435835931878,3040.53,3048.85
02-Jun-14,2950.0,3000.0,2950.0,2993.5,2988.524417,97615,11586,291724811,50.0,43.5,1,0.019350380096751902,101.93503800967518,101.2006861063465,75.59381128786225,3017.33,3032.135
03-Jun-14,3002.25,3036.1,2975.65,3015.4,3007.72522,63105,8261,189802500,60.45,13.15,1,0.00869491525423732,100.86949152542373,102.82135452660677,64.41490520810628,2996.4900000000002,3026.635
04-Jun-14,3010.0,3024.1,2958.1,2993.7,2982.963388,75276,11782,224545552,66.0,-16.3,0,0.005897871053383356,99.41021289466167,100.27457627118643,72.06363042057095,2971.62,3020.2650000000003
05-Jun-14,2993.25,3063.2,2967.0,3037.95,3003.360787,88135,10551,264701203,96.2,44.7,1,0.0030086880091951223,100.3008688009195,99.70930721018937,10.593998775260356,2938.55,3006.3450000000003
06-Jun-14,3009.0,3012.6,2956.15,2999.8,2979.660052,150464,19731,448331570,56.45,-9.2,0,0.0036568924839905322,99.63431075160095,99.93407930766371,23.882424984690726,2948.95,2994.7400000000002
09-Jun-14,3010.1,3015.0,2978.0,2985.7,2988.337585,75732,12994,226312782,37.0,-24.4,1,0.007391370532618408,100.73913705326186,100.37074486012807,-9.1617933723193,2961.38,2989.3550000000005
10-Jun-14,2999.0,3080.85,2999.0,3067.2,3039.508389,75393,11094,229157656,81.85,68.2,1,0.007051712558764272,100.70517125587644,101.44952049117941,-96.10983981693404,2966.98,2981.735
11-Jun-14,3099.0,3255.0,3099.0,3178.75,3199.599653,245804,32280,786474393,156.0,79.75,1,0.03334444814938313,103.33444481493832,104.06312961719276,-233.37222870478462,2971.65,2971.635
12-Jun-14,3276.0,3298.0,3120.65,3166.6,3186.937362,273429,40352,871401096,177.35,-109.4,1,0.0069861245563085156,100.69861245563085,104.05635211737246,-15.155757787889467,2999.83,2969.19
13-Jun-14,3186.0,3205.0,3132.15,3181.65,3175.231392,96663,15298,306927392,72.85,-4.35,1,0.003685129700543156,100.36851297005431,101.06969990319459,-6.990881458966565,3030.56,2989.755
16-Jun-14,3192.0,3258.0,3181.0,3242.2,3238.6470050000003,84259,14132,272885158,77.0,50.2,1,0.0155963156298389,101.55963156298388,101.93389197763285,-31.689912422964568,3065.7599999999998,3013.5700000000006
17-Jun-14,3255.0,3265.0,3218.9,3247.25,3249.43374,46325,9049,150530018,46.1,-7.75,1,0.01191449229801952,101.19144922980195,102.76966301103076,-20.824175824175875,3106.3599999999997,3036.6700000000005
18-Jun-14,3259.0,3274.0,3215.6,3244.55,3247.076983,77134,11329,250460036,58.4,-14.45,0,0.001025194942371674,99.89748050576284,101.0877082678403,2.752293577981801,3150.3399999999997,3060.9950000000003
19-Jun-14,3248.0,3322.5,3246.0,3312.4,3297.7505149999997,86939,15171,286703132,76.5,64.4,1,0.009453912178131636,100.94539121781317,100.84190251328093,-27.58269720101772,3173.66,3086.745
20-Jun-14,3320.0,3335.0,3302.25,3315.6,3319.081983,53694,9721,178214788,32.75,-4.4,1,0.01732902033271719,101.73290203327173,102.69467595472075,-49.407114624505965,3198.73,3114.645
23-Jun-14,3312.0,3312.0,3222.0,3231.05,3251.597424,46903,10359,152509674,90.0,-80.95,0,0.024301612536906655,97.56983874630933,99.26062846580407,66.18556701030927,3232.75,3149.255
24-Jun-14,3232.0,3234.4,3194.3,3210.3,3208.451159,87867,11563,281916978,40.1,-21.7,0,0.008597144630664128,99.14028553693359,96.73101673101674,124.58165031736839,3240.95,3173.6549999999997
25-Jun-14,3242.1,3242.1,3206.9,3212.8,3216.302061,92905,6337,298810543,35.2,-29.3,1,0.003944526187271048,100.3944526187271,99.53134698944756,88.32792959703572,3236.03,3193.185
26-Jun-14,3211.0,3230.0,3179.05,3189.4,3192.7846170000003,80155,8176,255917651,50.95,-21.6,0,0.008684399264086784,99.13156007359132,99.52258710828663,114.12691060676241,3234.29,3203.975
27-Jun-14,3186.0,3233.0,3180.0,3221.95,3218.5823960000002,50955,7472,164002866,53.0,35.95,1,0.0002988314118997241,100.02988314118997,99.16118369765194,99.22889610389625,3220.9,3209.815
30-Jun-14,3215.5,3259.0,3212.8,3246.45,3244.796498,41125,6333,133442256,46.2,30.95,1,0.010314465408805089,101.0314465408805,101.0616379106966,21.420256111757524,3196.45,3214.6
01-Jul-14,3246.0,3254.95,3210.0,3221.75,3223.482993,40719,5840,131257004,44.95,-24.25,0,0.0008715139442231641,99.9128486055777,100.9433962264151,8.296296296296836,3194.6099999999997,3217.7799999999997
02-Jul-14,3220.1,3245.0,3201.0,3218.5,3220.734497,29559,5868,95201691,44.0,-1.6,0,0.002803738317757009,99.7196261682243,99.63271912350598,34.9629629629635,3197.75,3216.8900000000003
03-Jul-14,3214.8,3230.0,3206.0,3210.75,3210.843702,46021,3267,147766238,24.0,-4.05,1,0.001562011871290222,100.15620118712903,99.8753894080997,20.148148148148685,3196.57,3215.43
04-Jul-14,3208.0,3248.8,3205.0,3239.15,3229.729352,33671,5772,108748217,43.8,31.15,0,0.00031191515907673113,99.96880848409234,100.12496094970322,23.780487804878472,3201.96,3211.43
07-Jul-14,3255.55,3359.0,3255.55,3343.75,3329.07172,98201,14915,326918172,103.45,88.2,1,0.015772230889235628,101.57722308892356,101.54553961322522,-362.28813559321475,3206.96,3201.705
08-Jul-14,3345.0,3404.1,3305.1,3333.8,3353.2373469999998,88398,14156,296419475,99.0,-11.2,1,0.015220162491744781,101.52201624917447,103.12324492979718,-90.83409715856932,3215.5099999999998,3205.06
09-Jul-14,3341.0,3382.0,3290.45,3304.3,3329.395285,48021,8042,159880891,91.55,-36.7,0,0.004432543644670385,99.55674563553296,101.07201548125508,14.073006724303655,3234.5299999999997,3216.14
10-Jul-14,3310.0,3377.0,3255.0,3292.9,3331.89597,94732,15304,315637169,122.0,-17.1,0,0.010773602394809166,98.92263976051908,98.48416084233457,50.04995004995001,3252.4199999999996,3224.495
11-Jul-14,3410.0,3429.35,3305.0,3325.8,3350.175294,197434,27784,661438509,124.35,-84.2,1,0.015360983102918587,101.53609831029186,100.44218875837652,0.09990009990000913,3262.22,3232.0899999999997
14-Jul-14,3330.0,3330.0,3188.2,3227.0,3225.295983,79660,12567,256927078,141.8,-103.0,0,0.03534039334341912,96.46596066565809,97.94777265745007,233.33333333333394,3282.22,3244.5899999999997
15-Jul-14,3250.0,3258.95,3218.0,3225.45,3230.737968,51299,5590,165733627,40.95,-24.55,1,0.009346966940593495,100.93469669405934,97.36762481089258,74.50812660393485,3268.75,3242.13
16-Jul-14,3230.0,3246.0,3207.6,3229.4,3221.906971,52285,7117,168457406,38.4,-0.6,0,0.0032318210068365727,99.67681789931633,100.60849382096481,83.39041095890406,3251.3300000000004,3242.93
17-Jul-14,3231.0,3342.85,3231.0,3243.3,3271.055416,43273,7283,141548381,111.85,12.3,1,0.007295173961840657,100.72951739618408,100.40397762585458,63.35616438356154,3234.76,3243.5899999999997
